Period,Provider_Code,Count_Join_Key,Sum_TotalCost,POD,HRG_Episode,TFC,EpType_Code,DATASET
FY2020-21,RXH,*,967.6863865,NES,DZ22Q,300,1,PL_APC
FY2020-21,RN3,*,3002.213713,NEL,LA07L,300,1,PL_APC
FY2020-21,RPA,*,1452.628927,NEL,EB10C,300,2,PL_APC
FY2020-21,RTH,*,4648.452208,NEL,VA10B,430,2,PL_APC
FY2020-21,RAX,*,294.3417415,NES,HE21G,110,2,PL_APC
FY2020-21,RHM,*,1216.525511,NEL,AA25E,340,1,PL_APC
FY2020-21,R0B,*,1871.231868,NEL,KC05J,430,1,PL_APC
FY2020-21,RR8,*,1935.41859,NEL,PW16C,420,1,PL_APC
FY2020-21,R0A,*,2758.578181,NEL,JD07E,430,2,PL_APC
FY2020-21,RVW,*,11391.84717,NEL,DZ65F,110,2,PL_APC
FY2020-21,RDE,*,2139.441338,EL,LB06L,101,2,PL_APC
FY2020-21,RGM,*,11843.42638,EL,DZ65D,340,2,PL_APC
FY2020-21,RK9,*,2729.092768,NES,YD04Z,300,2,PL_APC
FY2020-21,RR7,*,2788.867225,NEL,GC12C,100,2,PL_APC
FY2020-21,R0A,*,6087.573142,NEL,GC17K,301,2,PL_APC
FY2020-21,RTR,*,275.9006956,NEL,HE83A,350,1,PL_APC
FY2020-21,RCD,*,1253.276078,NES,FD01J,100,1,PL_APC
FY2020-21,R0A,*,15361.42647,NEL,FF21C,100,2,PL_APC
FY2020-21,RTX,*,60180.51468,NEL,FF31A,100,2,PL_APC
FY2020-21,RCF,*,13472.39436,EL,FF21A,100,2,PL_APC
FY2020-21,RNQ,*,3731.216822,NEL,DZ19M,430,1,PL_APC
FY2020-21,RF4,*,8534.079001,NEL,YQ12A,100,1,PL_APC
FY2020-21,RJE,*,6030.022541,NES,DZ71Z,340,2,PL_APC
FY2020-21,RRV,*,7325.926803,EL,DX01A,350,1,PL_APC
FY2020-21,RJ2,*,9347.043758,NEL,FD10F,430,1,PL_APC
FY2020-21,RXW,*,218.2353071,NEL,EB03C,320,1,PL_APC
FY2020-21,RTF,*,8371.481171,NEL,GC17G,301,1,PL_APC
FY2020-21,RTF,*,1817.355221,NES,EB03A,320,1,PL_APC
FY2020-21,RWH,*,2586.770774,NEL,LA04P,300,1,PL_APC
FY2020-21,RTD,*,1414.752874,NEL,LB64C,101,1,PL_APC
FY2020-21,RJ1,*,52535.0416,EL,MB05C,370,1,PL_APC
FY2020-21,RTE,*,35427.83442,NEL,AA35B,430,2,PL_APC
FY2020-21,RDE,*,546.4508874,NEL,LB06H,300,2,PL_APC
FY2020-21,RTF,*,26691.84017,NEL,HN81C,110,1,PL_APC
FY2020-21,RTF,*,1942.221952,NES,DZ11T,340,1,PL_APC
FY2020-21,RVJ,*,6542.447876,NES,WH09F,430,2,PL_APC
FY2020-21,R1K,*,10652.54992,NEL,GC12E,301,2,PL_APC
FY2020-21,RPY,*,60898.78947,NEL,SA31A,370,1,PL_APC
FY2020-21,RBN,*,8282.694986,NEL,DX11A,430,1,PL_APC
FY2020-21,RP5,*,6925.484111,NEL,DZ11T,340,1,PL_APC
FY2020-21,R0B,*,2005.577814,NES,HE11F,110,1,PL_APC
FY2020-21,RAS,*,5817.975532,NEL,EB08C,430,1,PL_APC
FY2020-21,RGT,*,411.2701524,NES,YL11Z,101,2,PL_APC
FY2020-21,RA9,*,3781.436899,NES,KC05K,300,1,PL_APC
FY2020-21,RJ1,20,125381.6986,EL,UZ01Z,101,2,PL_APC
FY2020-21,RR8,*,6458.147671,NEL,FF37E,420,1,PL_APC
FY2020-21,R1H,*,4079.510074,NEL,DZ11T,300,1,PL_APC
FY2020-21,RWP,*,2779.744679,NEL,WH14A,430,2,PL_APC
FY2020-21,RXL,*,10910.39804,NEL,WH09E,300,2,PL_APC
FY2020-21,RTP,*,1440.713741,NEL,PF25E,100,2,PL_APC
FY2020-21,RNQ,*,414.5683808,NES,DZ11T,340,1,PL_APC
FY2020-21,RC9,*,44221.47861,NEL,VA12C,110,2,PL_APC
FY2020-21,RFS,*,2814.620411,NEL,GC17H,300,2,PL_APC
FY2020-21,RBK,*,9056.208149,NES,AA33D,420,1,PL_APC
FY2020-21,RC9,*,605.3411886,NEL,YQ50A,430,2,PL_APC
FY2020-21,RTE,*,3777.583025,NEL,LB40D,101,2,PL_APC
FY2020-21,R1H,*,925.1743665,NEL,EB10B,320,1,PL_APC
FY2020-21,RMC,*,838.4503908,NES,PB06D,420,1,PL_APC
FY2020-21,RXH,*,4964.088871,NEL,VA10D,430,2,PL_APC
FY2020-21,RXC,*,1501.749355,NEL,HC27H,430,2,PL_APC
FY2020-21,RJL,*,11815.05512,NEL,HN13A,110,1,PL_APC
FY2020-21,RAL,*,2208.396928,NES,EB07A,430,1,PL_APC
FY2020-21,RM3,*,1462.51368,NEL,LA07L,301,2,PL_APC
FY2020-21,R0A,*,985.5265868,NES,CB02D,430,2,PL_APC
FY2020-21,RGN,*,1317.637887,NEL,FD11H,300,2,PL_APC
FY2020-21,REM,*,8061.579714,NEL,WD02Z,350,1,PL_APC
FY2020-21,RR8,*,82963.41971,NEL,UZ01Z,260,2,PL_APC
FY2020-21,RR7,*,1362.755347,EL,FF53A,301,1,PL_APC
FY2020-21,R1H,*,1670.447854,NEL,EB10C,320,2,PL_APC
FY2020-21,RD1,*,17993.37119,NEL,HN81E,110,1,PL_APC
FY2020-21,RCB,*,132.0036254,NES,PF25C,420,1,PL_APC
FY2020-21,RN5,*,530.6969589,NES,HT43B,110,1,PL_APC
FY2020-21,RTG,*,1087.8825,NES,GB06H,100,1,PL_APC
FY2020-21,RXC,*,3853.030271,NEL,FD04C,301,2,PL_APC
FY2020-21,RCX,*,3186.192701,NEL,AA26C,100,1,PL_APC
FY2020-21,RM3,*,943.9204624,NES,FD05B,300,2,PL_APC
FY2020-21,RRF,*,580.4698869,NEL,DZ11S,340,1,PL_APC
FY2020-21,RQW,*,3532.959139,NEL,EY43A,320,1,PL_APC
FY2020-21,RD1,*,614.9546909,NES,PJ66C,420,1,PL_APC
FY2020-21,RTE,*,7297.425931,NEL,DZ26G,340,2,PL_APC
FY2020-21,RWJ,*,2782.817643,NEL,DZ11N,430,1,PL_APC
FY2020-21,RR8,*,21250.08517,NEL,DX21A,350,1,PL_APC
FY2020-21,RHM,*,2281.360139,NEL,EB03B,320,1,PL_APC
FY2020-21,RAL,*,4137.216542,NES,FD10M,100,2,PL_APC
FY2020-21,RGM,*,4290.697373,NEL,AA25E,340,2,PL_APC
FY2020-21,RA7,*,2752.027742,NEL,DZ24P,340,1,PL_APC
FY2020-21,RWA,*,4849.537858,NEL,PL69A,420,1,PL_APC
FY2020-21,RKE,*,30810.08938,NEL,FD10M,300,2,PL_APC
FY2020-21,RBN,*,2628.676869,NEL,WJ06J,320,1,PL_APC
FY2020-21,RYJ,*,24590.4364,NEL,DX21B,420,1,PL_APC
FY2020-21,RTG,*,58.25101222,NEL,WH21A,301,2,PL_APC
FY2020-21,RRF,*,1742.301597,NEL,EB06D,320,1,PL_APC
FY2020-21,RDU,*,1204.045996,NES,FD05B,100,1,PL_APC
FY2020-21,RXN,*,17524.00041,NEL,PX50A,420,2,PL_APC
FY2020-21,RA4,*,5586.212783,NEL,HT13D,110,1,PL_APC
FY2020-21,RQW,*,7052.217654,NEL,FF62B,100,2,PL_APC
FY2020-21,RAX,*,1494.103664,NES,FD01D,430,2,PL_APC
FY2020-21,RXK,*,9184.888783,EL,EY41D,320,2,PL_APC
FY2020-21,R1H,*,1814.457182,NEL,YQ51A,301,1,PL_APC
FY2020-21,RF4,*,2170.524063,NEL,FD05B,340,1,PL_APC
FY2020-21,RBD,*,1259.195682,EL,HN22C,110,1,PL_APC
FY2020-21,R1H,*,4282.617996,NEL,DZ17P,340,2,PL_APC
FY2020-21,RGP,*,5934.968735,NEL,WJ06D,340,2,PL_APC
FY2020-21,R0A,*,12331.8493,NEL,GC17G,430,2,PL_APC
FY2020-21,RK5,*,1193.656291,NEL,DZ26M,340,1,PL_APC
FY2020-21,R0A,*,9085.101641,NES,YQ31A,100,2,PL_APC
FY2020-21,RNS,*,11776.6403,NEL,SA04H,430,1,PL_APC
FY2020-21,RW1,*,26051.27927,EL,AA35D,300,1,PL_APC
FY2020-21,RWJ,*,5660.328764,NEL,DZ24M,300,1,PL_APC
FY2020-21,RTD,*,9119.216938,NEL,JD07A,430,1,PL_APC
FY2020-21,R0B,*,429.8181461,NEL,DZ11U,430,2,PL_APC
FY2020-21,REM,*,1862.34406,NEL,JD07J,320,1,PL_APC
FY2020-21,RTG,*,94.88626224,NEL,GC17G,300,2,PL_APC
FY2020-21,RXF,*,8818.048482,NEL,DZ11T,340,1,PL_APC
FY2020-21,RGP,*,895.7885256,NES,HE31E,110,1,PL_APC
FY2020-21,RF4,*,12013.20091,NEL,JD07A,430,2,PL_APC
FY2020-21,RXF,*,7954.461306,NEL,LB28C,101,1,PL_APC
FY2020-21,RXL,*,4845.917916,NEL,WJ06A,300,2,PL_APC
FY2020-21,RTG,*,88.10842309,NEL,LB06P,300,2,PL_APC
FY2020-21,RNA,*,5345.714053,NEL,AA26D,100,1,PL_APC
FY2020-21,RTH,*,21151.38353,EL,EY21B,320,2,PL_APC
FY2020-21,RA7,*,795.1333301,NEL,EB07E,430,2,PL_APC
FY2020-21,RYR,*,1530.640463,NEL,LB20E,430,2,PL_APC
FY2020-21,RN3,*,1450.440898,NES,AA26D,430,1,PL_APC
FY2020-21,RTE,*,193.6255158,NES,FF34C,340,1,PL_APC
FY2020-21,RBT,*,242.420796,NES,FD10M,100,2,PL_APC
FY2020-21,RNZ,*,12064.34931,NEL,FD10L,100,2,PL_APC
FY2020-21,RAP,*,1047.263453,NEL,WJ06G,430,1,PL_APC
FY2020-21,RJ2,*,10983.91479,NEL,HT13B,430,1,PL_APC
FY2020-21,RXN,*,1541.189765,EL,PB06L,420,2,PL_APC
FY2020-21,RX1,*,2883.803277,NEL,FD10L,301,2,PL_APC
FY2020-21,RDE,*,12614.0488,NEL,FD10J,100,1,PL_APC
FY2020-21,RM1,*,953.4773088,NES,AA26F,320,1,PL_APC
FY2020-21,RAL,*,3018.584822,NEL,EY12A,320,2,PL_APC
FY2020-21,RAS,*,13848.84098,NEL,EB02B,300,1,PL_APC
FY2020-21,RQX,*,587.1633218,NEL,AA25D,340,2,PL_APC
FY2020-21,RRK,*,2535.339916,NES,EB07A,320,1,PL_APC
FY2020-21,RTH,*,12997.56299,NEL,GB06E,100,2,PL_APC
FY2020-21,RXR,*,611.9913333,NEL,WJ02D,300,1,PL_APC
FY2020-21,RTF,*,1310.412827,NES,WD08Z,301,1,PL_APC
FY2020-21,RTP,*,8000.101158,NEL,DX01A,430,2,PL_APC
FY2020-21,RYJ,*,27229.92974,NEL,HC20H,100,1,PL_APC
FY2020-21,RJE,*,708.2734444,NES,LA09L,101,2,PL_APC
FY2020-21,RRK,*,3422.045193,NES,DZ09N,300,1,PL_APC
FY2020-21,R1K,*,8723.000067,NEL,DZ17T,300,2,PL_APC
FY2020-21,RJE,*,2520.614691,NES,FF41D,100,2,PL_APC
FY2020-21,RXN,*,4643.002694,NEL,VA10D,300,1,PL_APC
FY2020-21,RTG,*,5395.392581,NEL,GC17K,100,2,PL_APC
FY2020-21,RXC,*,1102.603358,NEL,DZ24P,301,1,PL_APC
FY2020-21,RMC,*,57399.09685,NEL,FF30A,100,1,PL_APC
FY2020-21,RPA,*,3865.606985,NEL,WJ06J,300,1,PL_APC
FY2020-21,RHW,*,326.3398698,NES,EB10B,320,2,PL_APC
FY2020-21,R0A,*,4188.645938,NES,FD11A,430,1,PL_APC
FY2020-21,RGN,*,8939.654695,EL,EY43E,320,2,PL_APC
FY2020-21,RXW,*,339.2037718,NEL,EB14C,320,1,PL_APC
FY2020-21,R0B,*,5960.764147,NEL,WH07G,110,2,PL_APC
FY2020-21,REM,*,61.10657206,NES,DZ10L,340,1,PL_APC
FY2020-21,REM,*,2204.5576,NEL,WD07Z,350,2,PL_APC
FY2020-21,RK9,*,16619.25279,NEL,HT12A,110,2,PL_APC
FY2020-21,RM1,*,536.4495156,NES,PF26C,420,2,PL_APC
FY2020-21,RTH,*,4490.570804,NEL,EB14A,320,2,PL_APC
FY2020-21,RDE,*,5164.9869,NEL,FD05B,100,2,PL_APC
FY2020-21,RJC,*,6953.304562,NEL,FD11D,301,2,PL_APC
FY2020-21,RCB,*,803.1609408,EL,LB13F,101,1,PL_APC
FY2020-21,RTE,*,3098.896563,NEL,AA26F,430,1,PL_APC
FY2020-21,RJE,*,2873.552882,NEL,DZ65G,340,1,PL_APC
FY2020-21,RVV,*,208.4513538,NEL,DZ11T,300,2,PL_APC
FY2020-21,RXC,*,377.3362597,NEL,WH04E,301,1,PL_APC
FY2020-21,RXL,*,4789.597802,NES,DZ11T,300,1,PL_APC
FY2020-21,REM,*,1242.50122,NES,DZ11T,340,1,PL_APC
FY2020-21,RRK,*,54546.67825,EL,EY43A,320,1,PL_APC
FY2020-21,RM1,*,5200.521333,NEL,HT24A,110,1,PL_APC
FY2020-21,R1H,*,6584.292757,NEL,FD05B,300,1,PL_APC
FY2020-21,RJ2,*,3682.566178,NEL,FD10L,430,2,PL_APC
FY2020-21,RXH,*,19987.3746,NEL,WH07G,100,2,PL_APC
FY2020-21,RVY,*,1575.240705,NEL,HE72A,301,2,PL_APC
FY2020-21,RK9,*,2759.458896,NEL,WH04E,300,2,PL_APC
FY2020-21,RTX,*,965.1751881,NEL,DZ37A,300,2,PL_APC
FY2020-21,RVJ,*,2875.8259,NEL,EB03B,340,2,PL_APC
FY2020-21,R1H,*,3673.688615,NEL,DZ11R,301,1,PL_APC
FY2020-21,RH5,*,4628.045168,NES,WH09F,430,1,PL_APC
FY2020-21,RM3,*,32440.24405,NEL,HC71Z,300,1,PL_APC
FY2020-21,RC9,*,850.4227167,NEL,DZ16L,430,1,PL_APC
FY2020-21,RVV,*,849.6344116,NEL,LA04R,100,2,PL_APC
FY2020-21,RM3,*,2971.379812,NEL,GC17G,100,1,PL_APC
FY2020-21,RGT,*,239.7532489,NES,HN14D,300,2,PL_APC
FY2020-21,RWD,*,968.5001963,NEL,WJ07D,300,1,PL_APC
FY2020-21,RDU,*,177758.106,NEL,UZ01Z,300,4,PL_APC
FY2020-21,RM1,*,3803.678731,NEL,EY41C,320,2,PL_APC
FY2020-21,RDU,*,822.217048,NES,BZ24F,430,2,PL_APC
FY2020-21,RCX,*,889.6254778,NEL,PX29C,420,2,PL_APC
FY2020-21,RCB,*,1442.163031,NES,YR42A,430,1,PL_APC
FY2020-21,R0A,*,1057.243811,NES,DZ11T,300,1,PL_APC
FY2020-21,RAL,*,2050.301154,NEL,KC05L,300,2,PL_APC
FY2020-21,RHW,*,184.5534331,NES,AA26F,300,1,PL_APC
FY2020-21,RGT,*,27994.28526,NEL,HN12C,110,1,PL_APC
FY2020-21,RXR,*,7022.269313,NEL,EY04A,320,1,PL_APC
FY2020-21,RRK,*,2537.989714,NEL,YQ12A,110,1,PL_APC
FY2020-21,RA7,*,8140.009039,NEL,HN34A,430,2,PL_APC
FY2020-21,RNS,*,2738.3666,NEL,WJ06H,430,1,PL_APC
FY2020-21,RWA,*,4091.727103,NEL,FD10M,340,1,PL_APC
FY2020-21,REM,*,2045.781298,NEL,EB14B,320,2,PL_APC
FY2020-21,R0A,*,6220.742729,NEL,HD39D,430,2,PL_APC
FY2020-21,RM1,*,6171.139494,NEL,FD05B,301,2,PL_APC
FY2020-21,REM,*,112.1861065,NES,KC05J,301,1,PL_APC
FY2020-21,RAL,*,921.4264684,NEL,WJ07C,300,2,PL_APC
FY2020-21,RJZ,*,7381.66852,NEL,VA12D,100,1,PL_APC
FY2020-21,RKE,*,1843.919948,NEL,DZ11T,320,2,PL_APC
FY2020-21,RAL,*,1246.987211,NES,FD10L,300,1,PL_APC
FY2020-21,RJL,*,11749.9019,NEL,FF33A,100,1,PL_APC
FY2020-21,RW6,*,5000.463691,NEL,EB03C,320,1,PL_APC
FY2020-21,RVV,*,169.5418731,NEL,FD02H,430,2,PL_APC
FY2020-21,RBL,*,1723.159656,NES,DX01A,300,1,PL_APC
FY2020-21,RNZ,*,6508.312097,NEL,WH09E,110,2,PL_APC
FY2020-21,R0A,*,1970.061893,NEL,HC20J,430,1,PL_APC
FY2020-21,RRV,*,41274.79398,NEL,DX11A,350,1,PL_APC
FY2020-21,RN3,*,1858.089963,NES,WH09F,430,1,PL_APC
FY2020-21,RFF,*,39290.55191,NEL,HN81A,110,1,PL_APC
FY2020-21,RFS,*,1123.08184,EL,LB13E,101,1,PL_APC
FY2020-21,RX1,*,30190.9327,NEL,EY43A,320,2,PL_APC
FY2020-21,RGP,*,6483.582956,NEL,KB03C,340,2,PL_APC
FY2020-21,R0A,*,2235.150176,NES,DZ11S,300,1,PL_APC
FY2020-21,RCD,*,1057.589807,NES,DZ11U,300,1,PL_APC
FY2020-21,RVW,*,796.8991592,NES,DZ65G,300,1,PL_APC
FY2020-21,RBD,*,6484.647259,NEL,JA12G,430,1,PL_APC
FY2020-21,RDE,*,762.7024565,NEL,HD25F,110,1,PL_APC
FY2020-21,R0A,*,21469.56735,NEL,EY41C,320,2,PL_APC
FY2020-21,RFS,*,37961.5635,NEL,DX11A,300,1,PL_APC
FY2020-21,R1H,66,546385.2259,NEL,DX01A,430,1,PL_APC
FY2020-21,RW6,*,1992.870263,NEL,EB02A,320,2,PL_APC
FY2020-21,RTE,9,29329.62298,NEL,AA31E,300,2,PL_APC
FY2020-21,RTF,*,8265.748804,NEL,FD02D,301,1,PL_APC
FY2020-21,RVR,*,581.2807499,NES,PN47A,100,1,PL_APC
FY2020-21,RM1,*,4705.697525,NEL,HC27L,430,2,PL_APC
FY2020-21,RJL,*,25811.2423,NEL,DX01A,340,1,PL_APC
FY2020-21,RDU,*,2189.690808,NEL,HE11G,110,2,PL_APC
FY2020-21,RTP,*,6320.444239,NEL,DZ24P,300,2,PL_APC
FY2020-21,RC9,*,4174.476927,NELTR,JB60A,430,2,PL_APC
FY2020-21,RNS,*,394.2295907,NEL,EY44A,320,1,PL_APC
FY2020-21,R1H,*,8672.66648,NEL,PF28A,420,2,PL_APC
FY2020-21,RM3,*,16260.24382,NEL,GB09E,100,1,PL_APC
FY2020-21,RTE,*,1178.857541,NEL,AA35D,430,2,PL_APC
FY2020-21,RXL,*,8321.707584,NEL,FF51C,100,2,PL_APC
FY2020-21,RGN,*,8523.805886,NEL,LB38D,101,2,PL_APC
FY2020-21,RFR,*,3841.45688,NEL,JD07F,430,1,PL_APC
FY2020-21,RF4,*,4098.827229,NEL,FD02C,100,2,PL_APC
FY2020-21,RBN,*,1615.695814,NEL,HE71D,100,2,PL_APC
FY2020-21,RQM,*,133.3473678,NES,DZ09M,301,2,PL_APC
FY2020-21,RQM,*,2644.657161,NES,DZ27U,300,1,PL_APC
FY2020-21,RYR,*,2922.211891,NEL,FF31B,100,2,PL_APC
FY2020-21,RC9,*,3562.616454,NEL,FD03G,430,2,PL_APC
FY2020-21,RH5,*,1348.764413,NES,DX01A,300,1,PL_APC
FY2020-21,RGT,*,1858.079914,NEL,FD02E,301,2,PL_APC
FY2020-21,R0A,*,6824.043786,NEL,HC27L,430,2,PL_APC
FY2020-21,RK9,*,304.1367794,NEL,YQ42Z,300,2,PL_APC
FY2020-21,RYJ,*,9015.932457,NEL,AA25D,430,2,PL_APC
FY2020-21,RBV,*,18124.001,NEL,GC12G,370,1,PL_APC
FY2020-21,RBN,*,4183.740627,NEL,DZ24R,340,2,PL_APC
FY2020-21,RAL,*,3885.985222,NEL,DZ11S,320,1,PL_APC
FY2020-21,RXF,*,484.5389188,NEL,DZ09M,430,2,PL_APC
FY2020-21,RTR,*,3275.647365,NEL,WD01Z,430,2,PL_APC
FY2020-21,RX1,*,1472.279158,NEL,ED25B,320,2,PL_APC
FY2020-21,RAL,*,1539.805371,NES,DZ27T,340,2,PL_APC
FY2020-21,RVR,*,1177.123504,NES,AA35C,110,1,PL_APC
FY2020-21,RDE,*,4480.170909,NEL,JD07J,110,2,PL_APC
FY2020-21,RHQ,*,991.243255,NEL,JD07G,430,1,PL_APC
FY2020-21,RVW,*,7579.753317,NEL,HE21E,110,1,PL_APC
FY2020-21,RDU,*,35225.03938,NES,DZ37A,340,1,PL_APC
FY2020-21,R1K,*,12126.30377,NEL,HE71D,100,2,PL_APC
FY2020-21,RTP,*,3035.229502,NEL,HT32B,110,2,PL_APC
FY2020-21,R1H,*,6322.92834,NEL,DZ11K,340,2,PL_APC
FY2020-21,RA9,*,1016.936156,NEL,YQ41A,340,1,PL_APC
FY2020-21,RYR,*,6516.454782,NEL,AA22F,301,1,PL_APC
FY2020-21,RRV,*,565.6507722,NES,DZ11T,350,1,PL_APC
FY2020-21,R0A,*,15723.36629,NEL,WD02Z,340,2,PL_APC
FY2020-21,RHW,*,6635.559053,NEL,YF04B,100,1,PL_APC
FY2020-21,RVV,*,20486.8561,EL,HN53C,110,2,PL_APC
FY2020-21,R0A,*,2322.773937,EL,GA05C,301,1,PL_APC
FY2020-21,RK9,*,8866.869785,NEL,DZ65J,340,2,PL_APC
FY2020-21,RXL,*,3602.581833,NEL,HC20J,300,2,PL_APC
FY2020-21,RXF,*,1446.133531,NES,PW17F,420,2,PL_APC
FY2020-21,RTE,*,13766.89312,NEL,HT12C,110,2,PL_APC
FY2020-21,RTG,*,1104.104362,NES,DX01A,320,1,PL_APC
FY2020-21,RTD,*,3100.569225,NEL,LA09K,101,1,PL_APC
FY2020-21,RHM,*,2426.60761,EL,EB07B,320,1,PL_APC
FY2020-21,RGM,*,829.7166463,NES,DX01A,340,2,PL_APC
FY2020-21,RX1,*,439.6407313,NES,EB12C,300,2,PL_APC
FY2020-21,RJE,*,1086.234237,NES,EB12B,320,2,PL_APC
FY2020-21,RCF,*,539.1623921,NEL,AA23E,340,2,PL_APC
FY2020-21,RL4,*,3146.577898,NEL,FD11G,320,1,PL_APC
FY2020-21,RQW,*,2587.413274,NEL,LA04P,301,2,PL_APC
FY2020-21,RH5,*,10198.67227,NEL,WD01Z,340,2,PL_APC
FY2020-21,RX1,*,3333.375191,NEL,DZ11S,300,1,PL_APC
FY2020-21,RRV,*,2498.240854,NEL,GC17J,301,1,PL_APC
FY2020-21,RWW,*,394.1821499,NES,AA29C,300,1,PL_APC
FY2020-21,RX1,*,7368.252556,NEL,LA08G,350,2,PL_APC
FY2020-21,RH8,*,24530.37768,NEL,PT53B,420,1,PL_APC
FY2020-21,RK9,*,3933.148518,NEL,HE82C,110,2,PL_APC
FY2020-21,REM,*,4620.10352,NEL,GC12H,301,1,PL_APC
FY2020-21,RX1,*,759.5863326,NEL,HT13E,110,2,PL_APC
FY2020-21,RM1,*,9121.426837,NEL,EY07A,320,1,PL_APC
FY2020-21,RVV,*,191.6757569,NEL,HT13B,110,2,PL_APC
FY2020-21,RCX,*,9870.621301,NEL,AA25D,300,1,PL_APC
FY2020-21,RF4,*,527.1280857,NEL,HE51C,301,2,PL_APC
FY2020-21,RTK,*,18481.59595,NEL,EY01A,320,2,PL_APC
FY2020-21,RVV,*,86.7261631,NEL,FD03G,430,2,PL_APC
FY2020-21,RHW,*,28407.59883,NEL,LA04P,430,2,PL_APC
FY2020-21,RTP,*,981.7433623,NEL,DZ09M,320,2,PL_APC
FY2020-21,RBK,*,5540.641945,NEL,DZ11P,300,1,PL_APC
FY2020-21,RQM,*,230.8071918,NEL,KB02H,300,2,PL_APC
FY2020-21,RXL,*,9473.955714,NEL,EY41C,320,2,PL_APC
FY2020-21,RBT,12,30094.36974,NEL,DZ11S,300,1,PL_APC
FY2020-21,RPY,*,5682.548183,NEL,FD11H,370,1,PL_APC
FY2020-21,RR8,*,1390.260094,NEL,DZ24J,430,1,PL_APC
FY2020-21,RGN,*,1468.038805,NEL,DZ17L,301,2,PL_APC
FY2020-21,RAE,*,39398.27129,NEL,YF03A,100,1,PL_APC
FY2020-21,RTD,*,21935.14878,NEL,DX01A,340,1,PL_APC
FY2020-21,RQX,*,3655.189325,NEL,FD10M,100,1,PL_APC
FY2020-21,R1K,*,1757.626765,NEL,EB03B,301,1,PL_APC
FY2020-21,RBT,*,647.8510483,NES,AA26E,300,1,PL_APC
FY2020-21,RBL,*,2513.47256,NEL,DX01A,300,1,PL_APC
FY2020-21,RRK,*,5458.556138,NEL,LA04P,430,1,PL_APC
FY2020-21,RVV,*,506.8540115,NEL,JD07J,110,2,PL_APC
FY2020-21,RC9,*,2051.361328,NEL,JA13B,300,2,PL_APC
FY2020-21,RWW,*,1202.897207,NES,FD10M,100,1,PL_APC
FY2020-21,RPA,*,586.5780151,NEL,GC12G,100,2,PL_APC
FY2020-21,RNQ,*,9792.210809,NEL,EB10A,320,1,PL_APC
FY2020-21,RA2,*,4256.073277,NEL,DZ11S,430,2,PL_APC
FY2020-21,RBV,*,860.5729,NES,YD04Z,370,2,PL_APC
FY2020-21,RXC,*,3193.795821,NEL,FD10L,100,2,PL_APC
FY2020-21,RLQ,*,1255.424854,NEL,JD07J,300,1,PL_APC
FY2020-21,RM1,*,16095.5578,NEL,DX11A,340,2,PL_APC
FY2020-21,RF4,*,673.0604229,NEL,KC05L,300,1,PL_APC
FY2020-21,RDU,*,4341.044108,NES,VA10B,110,1,PL_APC
FY2020-21,RXK,*,2489.157622,NEL,FD10B,301,2,PL_APC
FY2020-21,RWJ,*,276.1544331,NEL,EB10E,320,1,PL_APC
FY2020-21,RAL,*,3246.506777,NEL,HE31D,110,2,PL_APC
FY2020-21,RTH,*,2905.29922,NEL,DZ11N,300,1,PL_APC
FY2020-21,RM3,*,2396.153456,NEL,GC01E,300,2,PL_APC
FY2020-21,RDE,*,3817.408777,NEL,EB03C,300,1,PL_APC
FY2020-21,RVR,*,8218.79135,NEL,VA10D,110,1,PL_APC
FY2020-21,RGM,*,53245.46186,NEL,DZ12C,340,1,PL_APC
FY2020-21,RNS,*,514.4994133,NEL,DX01A,320,1,PL_APC
FY2020-21,RAE,*,7190.844161,NEL,HE81A,110,1,PL_APC
FY2020-21,RXL,*,17606.92424,NEL,WD01Z,430,2,PL_APC
FY2020-21,RM3,*,1964.711746,NEL,HT34A,110,1,PL_APC
FY2020-21,RTD,*,211.1205688,EL,UZ01Z,811,2,PL_APC
FY2020-21,RVV,*,2677.55824,NES,KB02J,300,1,PL_APC
FY2020-21,RDE,*,21223.82903,NEL,LA07J,300,2,PL_APC
FY2020-21,R1H,*,2243.741707,NEL,FD02E,370,2,PL_APC
FY2020-21,RVW,*,8245.85909,NEL,HT23A,110,1,PL_APC
FY2020-21,RF4,*,456.5452081,NEL,GC12G,301,2,PL_APC
FY2020-21,REM,*,869.2392578,NEL,DZ25L,300,2,PL_APC
FY2020-21,RVV,*,349.260575,NEL,FD01F,430,2,PL_APC
FY2020-21,RC9,*,8868.499123,NEL,AA35B,300,2,PL_APC
FY2020-21,RGR,*,6301.059093,NEL,PB04B,420,2,PL_APC
FY2020-21,RTK,*,18485.59932,NEL,LA07H,300,2,PL_APC
FY2020-21,RFF,*,4382.746738,NEL,EB02A,320,1,PL_APC
FY2020-21,RF4,*,31742.48049,NEL,HT32C,110,2,PL_APC
FY2020-21,RN7,*,761.7959797,NES,GB06E,100,1,PL_APC
FY2020-21,RNN,*,723.7467982,EL,DX21A,110,2,PL_APC
FY2020-21,RGP,*,2047.145277,NEL,AA26G,320,1,PL_APC
FY2020-21,RVV,*,704.5877983,NES,DZ11N,430,1,PL_APC
FY2020-21,RCD,*,2652.806775,NEL,AA35C,430,1,PL_APC
FY2020-21,RTH,*,28254.79916,NEL,GA10H,100,2,PL_APC
FY2020-21,RXF,*,450.4004982,NEL,HE71B,430,2,PL_APC
